Review,SENTIMEN
"['iklan', 'nya', 'muncul', 'dmn', 'web', 'aplikasi', 'game', 'gw', 'pusing']",NEGATIF
"['mohon', 'shopee', 'aju', 'mohon', 'kalo', 'hasil', 'tanam', 'beras', 'jus', 'jambu', 'pas', 'kirim', 'kasih', 'gratis', 'ongkir', 'hrus', 'bayar', 'ongkir', 'tuju', 'nanam', 'beras', 'jus', 'jambu', 'mendatkannya', 'gratis', 'hrus', 'bayar', 'ongkir', 'ya', 'aja', 'beli', 'gratis', 'ongkirnya', 'atas', 'rugi', 'nyiram', 'bayar', 'mohon', 'kabul', 'minta', 'gratis', 'ongkir', 'hasil', 'nanam']",NEGATIF
"['nang', 'banget', 'kerja', 'gak', 'totalitas', 'contoh', 'kembali', 'produk', 'bulan', 'padehal', 'bukti', 'video', 'buat', 'bukti', 'seller', 'kurir', 'kirim', 'ganti', 'musti', 'chat', 'shopee', 'chat', 'admin', 'shopee', 'bikin', 'males', 'tanganin', 'kasus', 'gak', 'optimal', 'kesini', 'buruk']",NEGATIF
"['voucher', 'game', 'rbu', 'hoax']",NEGATIF
"['rangin', 'bintang', 'gak', 'voucer', 'gratis', 'ongkir', 'codshopeepaya', 'mulu', 'munculpayah', 'cod', 'suka', 'orang', 'ga', 'lagimungkin', 'shopee', 'turun', 'rating']",NEGATIF
"['shopee', 'php', 'promo', 'transaksi', 'cb', 'bayar', 'cb', 'kaburr', 'shopee', 'gak', 'asik', 'ongkir', 'gak', 'pilih', 'jasa', 'kirim']",NEGATIF
"['kirim', 'nya', 'banget', 'sih']",NEGATIF
"['kecewa', 'sma', 'shopee']",NEGATIF
"['bobrok', 'top', 'up', 'shopee', 'pay', 'gak', 'masuk', 'top', 'up', 'aplikasi', 'belah', 'cepet', 'nunggu', 'jam', 'ngalahin', 'isi', 'pls', 'konter', 'aja', 'nih', 'aplikasi', 'pakai', 'shopee', 'pay', 'kalo', 'gin']",NEGATIF
"['sya', 'keluh', 'ngeri', 'belanja', 'sya', 'dapat', 'jual', 'gagal', 'beli', 'uang', 'sya', 'transfer', 'blm', 'rumit', 'prosedure', 'tari']",NEGATIF
"['ko', 'shopee', 'kek', 'gitu', 'jelek', 'layan', 'nya', 'pesan', 'eh', 'muter', 'gitu', 'abis', 'muter', 'aplikasi', 'ny', 'kek', 'gitu', 'tolomg', 'shopee', 'baik', 'jual', 'jg', 'mandek']",NEGATIF
"['tipu', 'voucher', 'cashback', 'pas', 'pakai', 'gak', 'cashback', 'koin', 'masuk', 'maaf', 'males', 'pakai']",NEGATIF
"['lu', 'gw', 'nonton', 'anime', 'jngn', 'muncul', 'mulu', 'donk']",NEGATIF
"['ku', 'pikir', 'bagus', 'registrasi', 'rekening', 'aja', 'puter', 'sampe', 'kontak', 'bank', 'nya', 'beres', 'shopee', 'layan', 'lapor']",NEGATIF
"['permisi', 'ganggu', 'shopee', 'akun', 'pakai', 'hilang', 'pakai', 'akun', 'dulupihak', 'shopee', 'tolong', 'kembali', 'akun']",NEGATIF
"['update', 'terus', 'gagal', 'sinyal', 'udh', 'bagus', 'memori']",NEGATIF
"['malam', 'kn', 'pesan', 'barang', 'produk', 'kirim', 'hari', 'doang', 'jam', 'siang', 'tdi', 'notifnya', 'kirim', 'alamat', 'terima', 'cek', 'jam', 'sore', 'tdi', 'notifnya', 'udh', 'rumah']",NEGATIF
"['assalamualaikum', 'ko', 'ngedonloud', 'nya', 'sihbisa', 'gak', 'cepetin', 'nya', 'kuota', 'takut', 'habis', 'beli', 'kemaren']",NEGATIF
"['gak', 'login', 'terang', 'jaring', 'masalah']",NEGATIF
"['lot', 'sih', 'bintang', 'aja', 'bikin', 'bt', 'aj']",NEGATIF
"['gk', 'bs', 'instal', 'nang', 'sumpa']",NEGATIF
"['bksa', 'upload', 'video', 'untjk', 'bukti', 'oengembalian', 'produk']",NEGATIF
"['sinyal', 'bagus', 'buka', 'shopee', 'susah', 'banget', 'kaya', 'sinyal', 'edge', 'loading', 'barang', 'ngga', 'muncul', 'muncul']",NEGATIF
"['gak', 'login', 'ya', 'udh', 'daftar', 'ulng', 'jg', 'gak']",NEGATIF
"['ngeselin', 'yah', 'nyari', 'barang', 'aja', 'sampe', 'jam', 'saking', 'lot', 'nya', 'suka', 'shopee', 'bilang', 'blom', 'apdet', 'aplikasi', 'ya', 'apdet', 'akutu']",NEGATIF
"['gak', 'login', 'daftarkemarin', 'chat', 'nya', 'logout', 'pas', 'login', 'daftar', 'bisaaplikasi', 'updatesudah', 'hapus', 'datahapus', 'cache', 'dllapa', 'pakai', 'aplikasi']",NEGATIF
"['iklan', 'ganggu']",NEGATIF
"['ya', 'ga', 'log', 'in', 'koneksi', 'internet', 'sinyal', 'full', 'banget', 'log', 'in', 'pakai', 'website', 'pakai', 'aplikasi', 'ga', 'mohon', 'banget', 'benah']",NEGATIF
"['mimin', 'ngg', 'cek', 'out', 'nihh']",NEGATIF
"['kecewa', 'shopee', 'pakai', 'shopeepay', 'checkout', 'belanja', 'belanja', 'alfamart', 'pakai', 'shopee', 'pay', 'akun', 'nonaktif', 'isi', 'saldo', 'chekout', 'belanja', 'pakai', 'nggak', 'rugi', 'gitu', 'main', 'nonaktif', 'aja', 'kecewa', 'shopee', 'rugi']",NEGATIF
"['download', 'instal']",NEGATIF
"['ya', 'mudah', 'ya', 'murah', 'puas', 'belanja', 'ga', 'ribet']",NEGATIF
"['buka', 'shopee', 'tanam', 'slalu', 'ga', 'tanam', 'ga', 'siram']",NEGATIF
['bergabungsemoga'],NEGATIF
"['gimana', 'bayar', 'shopeepaylater', 'gak', 'bisacuma', 'layar', 'putih', 'doangdan', 'limit', 'gak', 'telat', 'bayar', 'tagih']",NEGATIF
"['lomba', 'shopee', 'joget', 'poin', 'sll', 'dh', 'mulubnyk', 'curang', 'dr', 'shopee', 'dlm', 'acaraterus', 'suruh', 'maen', 'ngapain', 'kl', 'menang', 'udh', 'lock', 'kl', 'bkn', 'uang', 'dh', 'shopee', 'pay', 'udh', 'ku', 'delete', 'nyesel', 'percayasuruh', 'belanja', 'udh', 'belanja']",NEGATIF
"['kenapaa', 'akun', 'shopee', 'batas', 'blokparah', 'gw', 'planggan', 'stia', 'shopee', 'gniinmakin', 'ksni', 'parah', 'shopee']",NEGATIF
"['mahal', 'banget', 'ongkirnyaaku', 'download', 'minggu', 'hapus']",NEGATIF
"['sih', 'gk', 'gratis', 'ongkir', 'nyesel', 'donlot', 'bikin', 'kaouta', 'ku', 'abis']",NEGATIF
"['susah', 'bngt', 'msuk', 'shopee']",NEGATIF
"['pas', 'daftar', 'ga', 'si', 'tulis', 'jaring', 'masalah']",NEGATIF
"['belanja', 'lancar', 'belanja', 'aplikasi', 'masalah', 'buka', 'clear', 'chace', 'hapus', 'data', 'uninstall', 'gak', 'buka', 'nilai', 'belanja', 'ratus', 'ribu', 'saldo', 'shopeepay', 'apes', 'dec', 'update', 'belanja', 'super', 'lot', 'hp', 'aman', 'aman', 'toko', 'belah', 'lancar', 'lancar', 'sajamales', 'dah']",NEGATIF
"['erorr', 'si', 'pesan', 'gimana']",NEGATIF
"['nih', 'shoppe', 'yaa', 'belanja', 'masuk', 'keranjang', 'ga']",NEGATIF
"['harap', 'pesan', 'sampe', 'saat', 'aplikasi', 'eror', 'nya']",NEGATIF
"['males', 'ga', 'masuk', 'server', 'eror', 'alih', 'deh', 'lazada']",NEGATIF
"['toko', 'nya', 'tanda', 'seru', 'cok']",NEGATIF
"['kena', 'tipu', 'uang', 'shopee', 'pay', 'transaksi', 'tagih', 'pulsa', 'gk', 'pencet', 'transaksi', 'telfn', 'shopee', 'tipu']",NEGATIF
"['kode', 'otapi', 'kirim', 'nggak', 'gunain', 'sampe', 'shopeepay', 'blokir', 'gak', 'sma', 'kalo', 'kayak', 'gin', 'rugi', 'guna', 'saldo', 'shopeepay', 'udh', 'blokir', 'gak', 'ganti', 'pin', 'ngirim', 'kode', 'otapi', 'kadaluarsa']",NEGATIF
"['gak', 'karuan', 'aplikasi', 'nyabeberapa', 'lihat', 'notifikasipesan', 'masukchat', 'tim', 'shopee', 'suruh', 'update', 'clear', 'cache', 'log', 'outsudah', 'update', 'clear', 'cache', 'gilir', 'log', 'in', 'bisaparah', 'parah', 'parahpadalah', 'barang', 'terkirimgimana', 'nasib', 'barang', 'sekarangjika', 'tanggal', 'login', 'shopee', 'hapus']",NEGATIF
"['knapa', 'login', 'sih', 'ah', 'bngsatt', 'login', 'lwan', 'chrome', 'lwat', 'aplikasi', 'gk']",NEGATIF
"['telat', 'bayar', 'hari', 'shopeepaylater', 'bunga']",NEGATIF
"['aplikasi', 'sihkenapa', 'shoppe', 'gratis', 'kirim', 'nya', 'berubahjadi', 'ribetgak', 'ngerti', 'sekalimasih', 'kali', 'belanja', 'shopee', 'aplikasi', 'nya', 'itujadi', 'males', 'belanja', 'aplikasi']",NEGATIF
"['belanja', 'terussss', 'shoppepas', 'ganti', 'hp', 'download', 'ulang', 'ga', 'log', 'in', 'nangiss', 'dehhh', 'gueh']",NEGATIF
"['update', 'muncul', 'putih', 'doang', 'handphone', 'masalah', 'selesai', 'servisin', 'tetep', 'aja', 'muncul', 'putih', 'doang']",NEGATIF
"['sumpah', 'kesel', 'bangedsudah', 'cape', 'instal', 'ulang', 'lot', 'putih', 'polos', 'kalo', 'cekout']",NEGATIF
"['aplikasi', 'iniselalu', 'update', 'bulan']",NEGATIF
"['uang', 'kembali', 'nya', 'robek', 'rusak', 'engga', 'layak', 'pakai']",NEGATIF
"['salah', 'beli', 'gak', 'kembali', 'barang', 'dasar', 'aplikasi', 'sampah']",NEGATIF
"['voucher', 'tanam', 'beliitu', 'usaha', 'pke', 'kouta', 'beli', 'ngratisterus', 'bilang', 'curang', 'mna', 'adilany']",NEGATIF
"['shopee', 'skarenag', 'ga', 'voucher', 'gratis', 'ongkirbisanya', 'pakai', 'shopeepaykenapa', 'ngga', 'kayak', 'lihat', 'live', 'ndak', 'bagiin', 'voucher', 'gratis', 'ongkirndak', 'kayak', 'kesini', 'pelit', 'shopeenya']",NEGATIF
"['kesini', 'shopee', 'pelit', 'gratis', 'ongkir', 'gak', 'gitu', 'sekali', 'gratis', 'ongkir', 'shopee', 'pay', 'shopee', 'pay', 'paylater', 'transfer', 'nihil', 'gak', 'mending', 'alih', 'apl']",NEGATIF
"['pakai', 'voucher', 'gratis', 'ongkir', 'ga', 'main', 'shopee', 'tanam', 'biar', 'gratis', 'ongkir', 'eh', 'pas', 'panen', 'voucher', 'nya', 'ga', 'pakai', 'voucher', 'gratis', 'ongkir', 'pas', 'check', 'out', 'voucher', 'nya', 'ga', '--']",NEGATIF
"['shopee', 'pelit', 'aja', 'nih', 'gratis', 'ongkirnya', 'skarenag', 'shopee', 'minimal', 'belanja', 'rb', 'rb', 'kek', 'gin', 'males']",NEGATIF
"['login', 'td', 'chat', 'sm', 'shoppie', 'suruh', 'logout', 'dlu', 'login', 'niy', 'udh', 'log', 'out', 'log', 'onsebel', 'jaring', 'waepdhal', 'hapus', 'download', 'aplikasi', 'nya', 'tolong', 'solusi']",NEGATIF
"['bagus', 'banget', 'aplikasi', 'shopee', 'bikin', 'kepala', 'pusing', 'terima', 'kasih', 'ya']",NEGATIF
"['udh', 'ga', 'suka', 'aplikasi', 'shopee', 'shopee', 'tanam', 'kilat', 'menit', 'menit', 'menit', 'logout', 'gak', 'keburu', 'bin', 'ah']",NEGATIF
"['kirim', 'mahal']",NEGATIF
"['dukung', 'wilayah', 'indonesia', 'kecewa']",NEGATIF
"['kecewaaaaasudah', 'jam', 'status', 'ubah', 'kemaspadahal', 'info', 'jual', 'barang', 'kirim']",NEGATIF
"['narik', 'dana', 'jual', 'tanggal', '--', '--', 'masuk', 'rekening', 'bank', 'udh', 'komplain', 'email', 'gak', 'tanggap', 'dasar', 'aplikasi', 'bangsad']",NEGATIF
"['kesini', 'buruk', 'aplikasi', 'shopeebaru', 'isi', 'saldo', 'shopeepay', 'langsung', 'aplikasi', 'nya', 'dinonaktifkanjangan', 'download', 'nyesel']",NEGATIF
"['kenapaa', 'sope', 'pay', 'laternya', 'yaaa', 'punyak', 'padahl', 'da', 'pakai']",NEGATIF
"['aplikasi', 'shopeenya', 'lot', 'banget']",NEGATIF
"['aplikasi', 'belanja', 'online', 'buruk', 'download', 'nyesel', 'aplikasi', 'ruwet']",NEGATIF
"['puas', 'belanja', 'pakai', 'shopee']",POSITIF
