userName;score;at;content;;
Dicky Puja Pratama;5;04/11/2023 03:22;aplikasi yang bermanfaat;;
Bimo Priambudhi;3;04/11/2023 03:21;Min tolong aku mau cari dari stasiun garut ke bekasi... masih blum bisa min...;;
Ahmad Supendik;1;04/11/2023 03:20;Email already exist;;
Nuril Madania;1;04/11/2023 02:18;sejak di upgrade malah nggak bisa log in. saya jadi nggak bisa pesen tiket, padahal udah pakai akun lama;;
deky zakaria;1;04/11/2023 02:01;Data sdh di simpan tp msih gak bisa mengakses..;;
AHMAD TAMKIN;1;04/11/2023 01:22;Ini gimana sih, waktu mau mengisi identitas keterangan email sudah terdaftar, waktu log in menggunakan emil terdaftar keterangan email belum terdaftar.;;
Musyafa' M.K;1;04/11/2023 01:00;Setiap mengetik nama stasiun tidak pernah muncul, hanya bisa stasiun2 besar yg otomatis muncul aja;;
khairunnisa khalishah;5;04/11/2023 00:57;Pelayan memuas kan.hanya harga makanan di kereta api sangat mahal;;
Hans Ardian;5;04/11/2023 00:30;Sangat membantu;;
restu febrianto;1;04/11/2023 00:07;Gak yang offline online sama aja kedisiplinan busuk;;
Erfan Iskandar Sidabutar;1;03/11/2023 23:30;Kagak usah di upgrade klo kira² nyusahin , Development diburu-buru gajih kecil jd begini , rusaak;;
Auliyah Annisa R;1;03/11/2023 23:28;Semua keluhan sudah terwakilkan di kolom komentar, intinya: aplikasinya masih enakan versi lama daripada yg skrg selalu error :);;
Surya Uye;1;03/11/2023 18:18;Apa ini apk kyak gini hapus saja data diri udh benar selalu ada notif merah gak jelas ini apk gak berguna dan gak bermutu sama sekali;;
may sinta;1;03/11/2023 17:32;"Proses yang amat sangat lamban.. Tujuan instal agar di permudah pemesanan Railfood, Emank cara pesan nya gampang cuma proses nya telalu di sengaja lamban nya.. Cuma pesan Mineral Water 4 jam gak sampe"".. bayangin dah lewat brp stasiun tu..";;
Selvia Putri Andriani;1;03/11/2023 17:23;Hari ini beli tiket di kai seperti biasa. Waktu proses pembayaran tiba-tiba timeout. Pas kembali ke home saldonya kepotong. Parah banget. Tiket ga berhasil kebeli tapi saldo hilang.;;
Halimatus Salya;1;03/11/2023 16:53;nggak seneng banget upgrade aplikasi yang sekarang. selalu keluar masuk akunnya. buat login laginya juga ruettt. males banget asli kalo gini pelayanan aplikasinya,mohon diperbaiki lagi ya 🙂 terus ini juga aplikasi resmi lo ya, tolong banget dibenahin ,masa iya ratting nya banyak yang bintang satu 🙏🏻🙂;;
Putri Anisa;1;03/11/2023 16:18;Update Bukannya makin bagus Malah mkin jelek, dah gitu ribet lagii;;
TONY CAPUNK;1;03/11/2023 15:13;ini kenapa setiap saya pesan tiket gangguan terus. Tolong lah di betulin;;
Yona;1;03/11/2023 14:43;gak jelas. coba nyari kota tujuan tapi menghubungkan terus padahal jaringan lancar.. giliran buka KRL malah lancar. tolong diperbaiki ini sistem;;
Gio fikri Gio yoga;1;03/11/2023 14:35;Mangkin gak waras setelah update;;
Chandra Bussines;1;03/11/2023 14:13;Jelek bnget;;
Cica Wijayanti;1;03/11/2023 13:56;Suka gangguan pas mau pesen tiket;;
Suripto Waluyo;1;03/11/2023 13:31;Lebih ribet buat pesan susah;;
trisna rahmawan;1;03/11/2023 13:08;Mau minta otp aja susah banget;;
Tersundel Sundel;1;03/11/2023 13:04;Fitur baru tapi fitur pilih seat dihilangkan jadi kursinya random ngacak ga kayak dulu, trs dari segi ux nya itu bisa menipu mata karna harga tiket yg habis tidak tertera secara jelas;;
Fayza Nadhira;2;03/11/2023 12:58;Knp skrg tidak bisa cek tiket ya;;
rizky annisa;1;03/11/2023 11:09;Waktu tarif khusus sering terlambat, harus nya ontime;;
Alvino arlimaulidin;1;03/11/2023 11:09;Pembaruan yang sekarang bukannya memoermudah malah membingungkan, lebih suka yang versi lama;;
Tariwan;4;03/11/2023 10:30;Cod bisa ga ya;;
Kang Rohani;1;03/11/2023 10:06;Terjadi kesalahan Mulu pas mau beli tiket KAI local;;
Bagus Jatmiko;3;03/11/2023 09:15;Aplikasi payahhh.... setiap hr jumat Sore selaluuuuuuuu error;;
BANG OMMEN CHANNEL;1;03/11/2023 08:22;selesai bayar tiket malah tidak bisa d tampilkan ..tiket hilang babi;;
Muhammad Aris;1;03/11/2023 07:43;Busuk sekali aplikasinya. Pencarian kereta lokal malah tidak menemukan kereta yang tersedia;;
tyas syaifudin;4;03/11/2023 07:02;Saya mau memperbaiki ulasan disini karena ada itikad baik dr pihak aplikasi kai untuk secepatnya refund dana saya, ya walaupun sudah agak lama prosesnya tidak masalah yang penting ada tindakan selanjutnya. Semoga kedepannya lebih baik lagi dan lebih ditingkatkan untuk fitur2 lainnya. Terimakasih 🙏;;
Leo Arios;1;03/11/2023 05:27;Aplikasi parah. Tolong di permudah dan tolong di perbaiki;;
Bagus Pandu;1;03/11/2023 04:14;Susah pesenya. Ga mutu. Mending yang lama simpel.;;
Dadan Ramdani;3;03/11/2023 03:52;Kenapa punya saya tidak bisa menemukan tiket terus gak bisa beli tiket lewat aplikasi;;
AES;1;03/11/2023 03:50;Di update malah kek tai... hk usah lah update tp mlh bikin susah... mnding dulu2 dah bagus mlh diubah aneh2 njir... susah;;
Aam Mulyana;1;03/11/2023 03:48;Susah bngt bayar pke kai pay trs aja lengkapi data..parah..;;
JoseP D;1;03/11/2023 03:21;makin kesini makin kesana apk;;
David Fajar;4;03/11/2023 02:48;Sudah agak mending daripada kemaren2;;
Zaenal Muttaqin;1;03/11/2023 02:42;Bagus versi yang lama, mudah & simple Versi terbaru sering trouble g bisa pesen tiket 👎;;
RAZ CHANNEL;1;03/11/2023 02:39;Upgrade jadi kurang bagus;;
Distiana zizah;1;03/11/2023 02:07;bagus sih fiturnya yg baru, tp lebih suka yg versi lama yg versi barunya banyak bermslh. Mau pesan tiket aja susah, trouble trs😤;;
hana Dwi lestari;1;03/11/2023 02:06;Makin ribet plus lama banget, susah. Lagi butuh butuhnya malah ngga bisa, mau ngisi data diri aja ngga bisa;;
Willy Yanutama;1;03/11/2023 02:00;Belum pernah bisa , masih mending versi yg lama;;
Imamsamudra Geleng;1;03/11/2023 01:58;Makin gakjelas aplikasinya di bikin ribet;;
enyonk 79;1;03/11/2023 01:45;Melihat ulasan byk yg negatif jadi ragu untuk update , aplikasi versi lama pun sekarang ga bisa di pakai , simalakama wkwkwk;;
Haji Soimin;1;03/11/2023 01:31;Susah daftarinya;;
sita firdaus;5;03/11/2023 01:17;good job!;;
Farrel Dito;1;03/11/2023 01:11;Kalo tiket nya habis tolong di abu2 kan saja saya jadi bingung;;
Didit Saputra;1;03/11/2023 01:01;ini terlalu bertele-tele lama lama terpengaruh juga sama metode mempersulit pelanggan;;
Boy Syukri;2;03/11/2023 00:19;kenapa beli tiket di kai access yg lama loding terus..kalau kai access baru lebih ribet dari yg lama.. Tolong di bantu kai access yg lama lebih di utama kan. Trims;;
Ryzky raditya;1;02/11/2023 23:35;Makin kesiini bukannya makin mudah. pembatalan tiket harus akun yg punya tiket.dan rekening penerima juga harus sama.sumpah ribet banget;;
Edwin Subagyo;1;02/11/2023 23:20;Aplikasi sekarang kenapa bagusan yg sebelumnya ya. Bisa pilih kursi saat pesan dan bisa pesan makan saat on train. Skrng ga bisa. Untuk harga makanan terlalu mahal rata2 sdh 40 rb;;
Jenjen Julhaedin;1;02/11/2023 21:30;Ini aplikasi buat bingung sybsuka versi lama gampang beberapa kali lupa pilih kursi waduh ,kolom tiket tulisan ngak tebal;;
Handew Jams;1;02/11/2023 20:35;"Mau login pake no hp ""cannot find blablabla"" giliran pake email pas harus bikin basic akun pas dimasukin no hpnya disuruh logout trs login lagi pake nomr hp, aneh.. enak yg dulu, ni yg bagian ngurus apk kai coba diliat lg hasil kerjanya";;
Ady Kampet;1;02/11/2023 17:34;mau war tiket jadwal masih kosong..nunggu setengah jam baru bisa tapi udah habis..gimana maunya aplikasi ini;;
rizki lita;1;02/11/2023 17:16;kecewa krn jadwal selalu tidak ada. pdhl kalo milih stasiun sblm tujuan akhir lgsg muncul, ya jelaslah bakal kalah kedapetan tiket;;
R. Wardani;5;02/11/2023 17:15;Habis update makin asik... Keren KAI;;
Muhammad Rifqi Auzan;1;02/11/2023 17:06;Untuk beberapa bug sudah diperbaiki. Good work. Tapi saya juga masih cukup sering mengalami kendala2 berikut: 1) Saat pembayaran menggunakan OVO atau QRIS untuk KA lokal. Bangku sudah terpesan tapi begitu me-generate QRIS gagal. Atau saat bayar OVO gagal. Mohon diperbaiki. 2) Tiket KA Lokal bisa dipesan 1 minggu sebelum jadwal keberangkatan, mulai jam 00.00. Pada saat dibuka jam 00.00 masih cukup sering jadwalnya blank. Mohon diperbaiki. 3) Tampilan pemilihan kursi sebaiknya jd 1 halaman aja.;;
Wahyu Pratiwi;1;02/11/2023 16:38;Ini kenapa yah versi terbaru kok gak bisa menambahkan tiket yang kita beli dari platform lain ? Dulu bisa2 aja, sekarang kenapa gak bisa ? Apa karena gak beli dari KAI acess nya langsung ? Saya mau batalkan tiket jadi sulit gini, repot kalau harus ke stasiun dulu;;
Thri Nizam;3;02/11/2023 15:57;Pendaftaran member basic selalu gagal;;
Diki Prasetya;1;02/11/2023 15:21;Masih sering ngebug seperti jadwal kereta ga ada dll;;
dery alfian;2;02/11/2023 15:18;pembayaran kenapa ga bisa pake SeaBank;;
Renaldi Kurniawan;1;02/11/2023 15:14;Setiap kali mao bayar,, selalu muncul notif kadaluarsa, tolong lah aplikasi ada untuk memudahkan, bukan untuk mempersulit;;
Imam Rajani;1;02/11/2023 14:56;"Crash gg bisa bayar, keluar sendiri, ada update gg ada notif, ditungguin cari tiket lemooot, ternyata update tapi gg ada notif, bikin buang"" waktu, asli,";;
Dwiki Vancouver;1;02/11/2023 14:41;"Kalo update jangan nanggung"", banyak kali error mau bayar malah waktu habis dulu gimana mau bayar baru juga 3 detik, mana stasiun yang dituju ga ada. Sangat buruk dana nya percuma kalo ga bisa buat apa apa malah buat pajangan";;
Teddy Achmad;1;02/11/2023 14:11;Gak bisa daftar akun, padahal data di isi dengan benar, error terus;;
Harmianto;5;02/11/2023 14:10;Aplikasinya sudah bagus....saran perlu di tambah lagi metode pembayarannya...dan tiket kalau sudah habis jadwalnya tidak usah di munculin lagi..;;
Sintiyas Ayu;1;02/11/2023 14:09;Ubah lagi aplikasi nya kayak yg kemaren yg ini aku di susahkan buat pesan kereta;;
125_ Nina Khairani;1;02/11/2023 13:33;APK VERSI LAMA LEBIH OPTIMAL!!!!! YANG BARU NYUSAHIN + SERING NGEBUG. KEMBALIKAN FITUR PILIH BANGKU!!;;
Muhamad Rizal;1;02/11/2023 13:27;Kenapa harus login terus sih;;
Aula Misbah;1;02/11/2023 13:21;Tambahhh parahh;;
yhulis 9;1;02/11/2023 11:57;Mau daftar aja susah;;
wikan mujio saputro;1;02/11/2023 11:45;Lama update harga go show. Enak yang lama;;
Sulis suci lestari;1;02/11/2023 11:29;Proses pembatalan tiket lama sekali di accnya udh hampir 3 minggu,memang ga seberapa tapi setidaknya di proses jangan membuat cust menuliskan rating kurang hanya karna masalah kecil,mohon di konfirmasi pembatalan saya;;
Risdan Fauzi;2;02/11/2023 11:29;Kagak bisa di klik pemesanan tiket nya;;
quinta revana;1;02/11/2023 11:25;Lebih suka verSI LAMA yang BARU malah SUSAH dan BUKAN MEMPERMUDAH malah MEMPERSULIT;;
Teresia J.P;1;02/11/2023 11:02;uang gua ketilep di app nya njir gila bgt app sampah gausah download;;
Alfath Ilman Fasya Rahmawan;3;02/11/2023 10:58;Saya sidah pernah pake knapa skrg ga bisa, d suruh updrade tp sy input data diri d bilang udah pernah ad jd saya ga bisa pake lagi gmana atuh;;
Galileo Gulampati Marapratama Purba;5;02/11/2023 10:48;Udah normal sekarang. Mungkin perkuat server aja kali ya.;;
Renata Ags;1;02/11/2023 10:31;Gajelas gabisa payment lewat ovo;;
Vega Dwi;1;02/11/2023 10:31;mending versi lama haha;;
khaerul imam;1;02/11/2023 10:16;Buruk bangettt, mau batalin tiket kereta aja susah, aku udh coba 2 jam sebelum keberangkatan kereta, ttp aja gak bisa2, tolong dong kalau bisa majuin jadi 3jam sebelum keberangkatan, trs opsi batalin tiketnya bikin dengan se simple mungkin biar orang2 juga tau. Hari ini dan detik ini aku tidak bisa batalin pesanan tsb, makasih kai;;
17513302 Krisdiyanto;5;02/11/2023 09:45;Sangat membantu sekali..;;
Abimanyu Nunk;1;02/11/2023 08:55;Sekarang ga bs diakses,pesanan kadaluwarsa...setiap mau pilih pembayaran.;;
Tinti Prihatin Ningsih;1;02/11/2023 05:59;untuk apa link ke ovo kalo ga bisa bayar pakai ovo?;;
arrohman;2;02/11/2023 05:29;Sudah pesan tiket dan bayar,tp tiket nya ga ada muncul d aplikasi nya,,,;;
Ahmad Khasani;5;02/11/2023 05:11;Suliiittt;;
Kakak Adik;5;02/11/2023 05:06;Sangat membantu dalam pembelian tiket kreta api, dan mempermudah pengguna..... Makasih access;;
fitria anugerah pratiwi;1;02/11/2023 04:35;Barusan udah ngehubungi CC 121 terus diarahin untuk kelengkapannya dikirim ke email. Mohon tanggapannya ya untuk kelengkapan keluhan sudah saya kirim ke email cs kai.;;
Nina F;1;02/11/2023 04:03;Kembalikan versi lama plis, yg lama lebih cepet prosesnya. Yg baru sering banget bermasalah, ribet kebanyakan fitur yg gak aku butuhkan.;;
Irawan Irawan;1;02/11/2023 03:16;Error;;
Abidillah Ahmad;1;02/11/2023 02:47;Tidak bisa pembatalan tiket penumpang lain yang bukan user, mohon diperbaiki;;
Herman;1;02/11/2023 02:34;Lebih suka versi lama. Untuk saya yang lansia bisa ada potongan reduksi. Kalau yang baru tidak ada potongan reduksi untuk lansia. Tampilan aplikat yang baru menyulitkan bagi saya.;;
UDA Sapan Official;1;02/11/2023 00:47;Aplikasi ini bkn mmpermudah, mlah lbh sulit , sbb embyrn lbh d anjurkan k gopay dr pada melalui mobile banking, dan pembliak tiket d loket tdk bs jauh2 hari, plg lam 3 jam mau bergkat, kecewa, Kalau dipadang, ojol jmput antar penumpang tetap bayar parkir,,,,, parah;;
Elsar Ramdan Astrid Putra;1;01/11/2023 23:19;Aplikasi error' terus kalau beli tiket lokal;;
FERINDANO RIZHANDI;1;01/11/2023 19:45;setiap melakukan pembelian selalu waktu habis waktu habis... padahalan baru aja diklik bayar... udah waktu habis terus, dan alhasil gak jadi beli karena jawaban selalu waktu habis waktu habis;;
Arya Fadhlurrohman;1;01/11/2023 17:37;t4i beli pulsa gamasuk, saldo kepotong, status dana dikembalika tapi ga masuk ke saldo lagi. GA GUNA! GA USAH BUAT APLIKASI KALO GA DIURUSIN!!!;;
Fauzan Fisya;1;01/11/2023 16:03;Agak sulit melakukan pembayaran dan topup saldo;;
Muhammad Syahril;5;01/11/2023 15:24;Alhamdulillah dengan adanya aplikasi kai acces beli tiket jadi mudah semoga jadi sukses terus dan lebih berkembang serta bermanfaat bagi semua masyarakat....👍👍👍;;
Ilham Malana;5;01/11/2023 15:14;Mantap;;
Heri Kurniawan;1;01/11/2023 14:58;Saya menemukan bug pada aplikasi anda dimana pada fitur ganti email tidak bisa menuliskan email dalam huruf kecil, jadi email yang tertulis selalu dalsm bentuk huruf kapital. Hal ini membuat email tidak falid, silakan bisa diperbaiki terimakasih;;
kurnedi Sopyan;1;01/11/2023 14:22;Lebih suka yg versi lama, di update bukanya memperbaiki dan mempermudah, malah tambah ribet dan malah tambah eror;;
Han Wan;2;01/11/2023 13:38;Mau daftar ke basic gagal terus;;
Meisa Putri Rinay;4;01/11/2023 13:02;Aku Coba dulu gimana aplikasi nya yang baru ini;;
Yunie Nuryati Dewi;1;01/11/2023 12:41;Lebih suka aplikasi yg lama fitur taxi selalu hilang terus jd tidak bisa pesan taxi melalui aplikasi, harus antri di stasiun atau harus tlp cs bluebirdnya Tolong dong fiturnya jangan di hilangkan terus untuk taxi;;
Dano megantoro;1;01/11/2023 12:26;terlanjur di update ternyata harus update ke basic member, udah di isi data nya, ga bisa nyimpen, mau diganti email juga amat sangat sulit merubah nya;;
Adenovi Nur Hanifah;1;01/11/2023 11:44;Ada pesanan tiket buat minggu depan, pembatalan dari tanggal 3 oktober dana belum di kembalikan, aplikasinya malah gabisa di buka , dari udah pake aplikasi ini eh setelah di update log in aja susah, dana masih belum dikembalikan;;
Maulana Dika;1;01/11/2023 11:38;Min aplikasinya down;;
hery Suhada;1;01/11/2023 11:31;saya downlod aplikasi kcic accses kenapa selalu muncul verifikasi gagal . akhirnya saya mau beli langsung le stasiun halim , malah sdh habis sm online . Ampuun DJ;;
Darul kamal;1;01/11/2023 11:31;Setelah update malah semakin busuk;;
satrioadinugr;5;01/11/2023 11:31;Mudah & Praktis;;
Azzam Z Fathurrahman;1;01/11/2023 11:03;Versi baru menyusahkan yaa.. lebih suka bersi lama;;
Alim Mudakir;1;01/11/2023 10:47;Kembalikan versi yg lama,,di update malah nggak jelas;;
Tamara Anjar;5;01/11/2023 09:49;Bagus;;
Kem Tod;1;01/11/2023 09:29;isi pulsa gk masuk ,saldo dan ke potong;;
Bayu Hendiarto;1;01/11/2023 08:37;Aneh mau pesan tiket KA lokal selalu muncul pemberitahuan kadaluarsa;;
Wilis Aulia;5;01/11/2023 07:04;Untuk kedepannya, semoga ada tarif reduksi buat mahasiswa🙏;;
Ayu Ogo;5;01/11/2023 07:04;Keren;;
Wina;5;01/11/2023 06:49;Ini gimana isi pulsa melalui kai... Kok blm juga masuk padahal transaksi sukses;;
Ika mustika;1;01/11/2023 05:50;Yg terbaru malah eror ya, ga bisa cek tiket antar kota . Selalunya cobalagi gitu terus;;
Muhammad Iqbal Lutfi;5;01/11/2023 03:45;Sangat membantu dalam perjalanan jarak jauh;;
Owen Azmi;1;01/11/2023 03:44;Di update malah makin aneh nyari tiket pun ga bisa;;
Rakyat Adventure;1;01/11/2023 02:45;Payah kai access, top up saldonya pilihannya cuman sedikit, ribet aturan banyakin cara top up saldonya jadi mudah pakai dana atau ovo atau pembayaran akun virtual lainya, sangat kurang membantu, dan lagian klo lebih bagus lagi saldonya bisa ke but bayar kereta krl, jadi lebih bagus ga usah gunta ganti kartu, gunta ganti top up saldo, di permudah buat pelanggan klo bisa bikin nyaman peka dikit ke pelanggan,;;
Karsono Andi Nugroho;5;01/11/2023 02:35;Pjka;;
Egi S;1;01/11/2023 01:06;Di update bukannya mempermudah malah mempersulit. Kecewa, lebih baik versi lama;;
Alvin Brian Tafaeri Zega;1;01/11/2023 00:55;Pembaharuan terbaru sangat buruk khususnya di bagian tiket lokal;;
Faiz Adventure;1;01/11/2023 00:38;mending yang versi lama. yang terbaru bukannya tambah bagus + gampang malah tambah susah dan merepotkan;;
Khafid Murtofik;1;01/11/2023 00:19;Sekarang jadwal KRL nya ga dicantumin jam kedatangan di setiap stasiun. Padahal menurut saya itu sangat membantu kalau dicantumin. Karena bisa dijadikan patokan membuat rencana perjalanan. Mohon maaf saya kasih rating rendah Mohon perbaikan agar jadwal KRL bisa dicantumkan jam kedatangan pada setiap stasiun Terimakasih;;
Titik Indayani;1;01/11/2023 00:11;Apk nya bikin kesel, lebih enak apk yg versi lama timbang yg skrg Jadi males mau naik naik kereta;;
Su Heri;2;31/10/2023 23:45;Kenapa saya mau beli tiket dari kota Medan selalu bacaannya terjadi kesalahan , gak bisa muncul stasiunn nya . Sedangkan stasiun yg tertera bisa .;;
Arditya;1;31/10/2023 23:43;habis daftar langsung banyak sms nawarin slot masuk;;
Muzza Elsofiee;3;31/10/2023 22:38;Mengapa akun sering log out sendiri tanpa kita log out, anehhh membuat panik ketika mau hari H !!;;
putri maharani;1;31/10/2023 22:38;tiba tiba ke logout sendiri, sudah di update tetel tidak bisa masuk, padahal nomor hp masih aktif dan sama, kecewa sekali;;
Moch ma'rifat abdul kholik;1;31/10/2023 21:33;Transaksi kai pay msih belum baik, lagi proses transaksi timeout, saldo gaada tiket gaada Barusan beli pulsa, status failed uang di kembalikan sesuai metode pembayaran, tp nyatanya gaada KAI PAY, KASSPRO;;
Daddie Setia;1;31/10/2023 20:38;Baru di update tapi susah untuk login ulang OTP nya ga muncul-muncul gmn dong ini;;
king leo;1;31/10/2023 19:27;Ini gimana mau batalin tiketnya yah tiket kereta aplikasi yang dulu lebih enak loh ko skrg kegini;;
Elvida julia Siregar;1;31/10/2023 19:24;Uang saya terpotong di aplikasi. TPI tiket GK ada.oalah.udh berapa orang yg ngalami sama kyk saya ya.;;
